road_geometry_id,source_road_code,source_object_id_nonunique,qgis_name,qgis_district,qgis_village,match_status,candidate_nomor_ruas,candidate_display_name,note
hss-county-192,192,0,Jl. Rantauan - Sungai Baru (Jl. Pulau),Angkinang,Ds. Bakarung - Ds. Taniran Selatan,exact_normalized,192,Rantauan - Sungai Baru (Pulau),Precheck only; canonical Treatment Engine road_key still required.
hss-county-200,200,350,Jl. Umpaya - Tumarin,Telaga Langsat,Ds. Hamak Utara,exact_normalized,200,Umpaya - Tumarin,Precheck only; canonical Treatment Engine road_key still required.
hss-county-268,268,349,Jl. Hulu Banyu - Pantai Langsat,Loksado,Ds. Hulu Banyu,exact_normalized,268,Hulu Banyu - Pantai Langsat,Precheck only; canonical Treatment Engine road_key still required.
hss-county-227,227,351,Jl. Rawati,Simpur,Ds. Ulin - Ds. Pantai Ulin,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-228,228,352,Jl. Pianggu,Simpur,Ds. Wasah Hilir - Ds. Amparaya,exact_normalized,228,Pianggu,Precheck only; canonical Treatment Engine road_key still required.
hss-county-229,229,353,Jl. Buluh Ds. Tebing Tinggi,Simpur,Ds. Tebing Tinggi - Ds. Garunggang,exact_normalized,229,Buluh - Ds. Tebing Tinggi,Precheck only; canonical Treatment Engine road_key still required.
hss-county-230,230,354,Jl. H. Saim/Garunggang,Simpur,Ds. Garunggang,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-234,234,0,Jl. Air Miris,Simpur,Ds. Wasah Tengah,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-235,235,0,Tandik - Wasah Hilir,Simpur,Ds. Kapuh - Ds. Wasah Tengah,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-237,237,0,Jl. Karampaci,Simpur,Ds. Kapuh - Ds. Wasah Tengah,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-238,238,0,Jl. At-Taubah,Simpur,Ds. Kapuh,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-314,314,365,Jl. HM. Thaib,Daha Utara,Ds. Baruh Kambang,treatment_engine_alias,314,H.M. Thaib,Precheck only; canonical Treatment Engine road_key still required.
hss-county-319,319,369,Jl. Habib Iberahim,Daha Utara,Ds. Sungai Mandala,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-325,325,358,Jl. MIN Pandak Daun,Daha Utara,Ds. Paramaian,exact_normalized,325,MIN Pandak Daun,Precheck only; canonical Treatment Engine road_key still required.
hss-county-077,077,338,Jl. Suriangpati,Kandangan,Ds. Gambah Dalam Barat,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-288,288,222,Ulang - Bangkaun,Loksado,Ds. Ulang,exact_normalized,288,Ulang - Bangkaun,Precheck only; canonical Treatment Engine road_key still required.
hss-county-336,336,370,Jl. Sakincung Ds. Hakurun Dalam,Daha Utara,Ds. Hakurung,treatment_engine_alias,336,Sakincung - Ds. Hakurung Dalam,Precheck only; canonical Treatment Engine road_key still required.
hss-county-166,166,344,Tambak Pipii - Batu Ampar,Padang Batung,Ds. Batulaki,exact_normalized,166,Tambak Pipii - Batu Ampar,Precheck only; canonical Treatment Engine road_key still required.
hss-county-241,241,0,Jl. Palas - Ds. Wasah Tengah,Simpur,Ds. Wasah Tengah - Ds. Kapuh,exact_normalized,241,Palas - Ds. Wasah Tengah,Precheck only; canonical Treatment Engine road_key still required.
hss-county-217,217,191,Jl. Sungai Kacil II,Simpur,Ds. Wasah Hilir,exact_normalized,217,Sungai Kacil II,Precheck only; canonical Treatment Engine road_key still required.
hss-county-236,236,0,Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Taklim),Simpur,Ds. Kapuh,exact_normalized,236,Ds. Kapuh Tengah (Menuju Majelis Talim),Precheck only; canonical Treatment Engine road_key still required.
hss-county-007,007,58,Jl. Menuju Stadion 2 Desember,Kandangan,Ds. Baluti,exact_normalized,007,Menuju Stadion 2 Desember,Precheck only; canonical Treatment Engine road_key still required.
hss-county-232,232,0,Jl. Gerilya Ds. Simpur,Simpur,Ds. Tebing Tinggi - Ds. Simpur,exact_normalized,232,Gerilya - Ds. Simpur,Precheck only; canonical Treatment Engine road_key still required.
hss-county-233,233,0,Jl. Jangkang - Ds. Wasah Hilir,Simpur,Ds. Wasah Hilir - Ds. Garunggang,exact_normalized,233,Jangkang - Ds. Wasah Hilir,Precheck only; canonical Treatment Engine road_key still required.
hss-county-349,349,0,Jl. Pertanian - Ds. Wasah Tengah,Simpur,Ds. Wasah Tengah - Ds. Wasah Hulu,exact_normalized,349,Pertanian - Ds. Wasah Tengah,Precheck only; canonical Treatment Engine road_key still required.
hss-county-121,121,99,Jl. Munggu Raya - Ds. Hariti,Sungai Raya,Ds. Hariti,exact_normalized,121,Munggu Raya - Ds. Hariti,Precheck only; canonical Treatment Engine road_key still required.
hss-county-131,131,0,Jl. Manggis,Sungai Raya,Ds. Baru - Ds. Asam,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-129,129,0,Batang Kulur Kanan - Bumi Berkat (Jl. Kisung),Sungai Raya,Ds. Batang Kulur Kanan - Ds. Bumi Berkat,exact_normalized,129,Batang Kulur Kanan - Bumi Berkat (Kisung),Precheck only; canonical Treatment Engine road_key still required.
hss-county-082,082,0,Jl. Biti - Sungai Kupang (Karya Bakti TNI),Kandangan,Ds. Sungai Kupang - Ds. Lungau,exact_normalized,082,Biti - Sungai Kupang (Karya Bakti TNI),Precheck only; canonical Treatment Engine road_key still required.
hss-county-074,074,334,Jl. H. Jarkasi,Kandangan,Ds. Bariang - Ds. Sungai Paring,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-117,117,341,Jl. Mangunang,Sungai Raya,Ds. Sungai Raya Utara,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-265,265,234,Jl. Bubuih (Ds. Halunuk),Loksado,Ds. Halunuk,treatment_engine_alias,265,Bubuih - Ds. Halunuk,Precheck only; canonical Treatment Engine road_key still required.
hss-county-267,267,237,Jl. Muara Kitar - Ds. Lumpangi,Loksado,Ds. Lumpangi,exact_normalized,267,Muara Kitar - Desa Lumpangi,Precheck only; canonical Treatment Engine road_key still required.
hss-county-019,019,7,Jl. Wahab Syahrani,Kandangan,Kandangan Barat,exact_normalized,019,Wahab Syahrani,Precheck only; canonical Treatment Engine road_key still required.
hss-county-184,184,154,Taniran Tengah - Taniran Selatan,Angkinang,Ds. Taniran Selatan - Ds. Taniran Kubah,exact_normalized,184,Taniran Tengah - Taniran Selatan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-186,186,158,Jl. Rel Angkinang - TMMD Angkinang,Angkinang,Ds. Angkinang Selatan,exact_normalized,186,Rel Angkinang - TMMD Angkinang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-199,199,169,Jl. Hamak Utara - Samaragi,Telaga Langsat,Ds. Hamak Timur,exact_normalized,199,Hamak Utara - Samaragi,Precheck only; canonical Treatment Engine road_key still required.
hss-county-271,271,356,Jl. Buntu Muara Hatib,Loksado,Ds. Hulu Banyu,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-164,164,125,Jl. Samping Mesjid Mandapai,Padang Batung,Ds. Batubini,exact_normalized,164,Samping Mesjid Mandapai,Precheck only; canonical Treatment Engine road_key still required.
hss-county-282,282,357,Jl. Tataian - (Ds. Ulang) - Loksado,Loksado,Ds. Ulang,exact_normalized,282,Tataian - (Ds. Ulang) - Loksado,Precheck only; canonical Treatment Engine road_key still required.
hss-county-145,145,81,Pagar Haur - Malutu,Padang Batung,Ds. Jalatang,exact_normalized,145,Pagar  Haur - Malutu,Precheck only; canonical Treatment Engine road_key still required.
hss-county-133,133,341,Jl. Pembangunan - Ds. Sungai Raya Utara,Sungai Raya,Ds. Sei Raya Utara - Ds. Sarang Halang,exact_normalized,133,Pembangunan - Ds. Sungai Raya Utara,Precheck only; canonical Treatment Engine road_key still required.
hss-county-239,239,0,Jl. Firdaus,Simpur,Ds. Kapuh,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-244,244,0,Jl. Pajah Api,Simpur,Ds. Wasah Tengah - Ds. Kapuh,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-243,243,0,Jl. Banua Kambang,Simpur,Ds. Wasah Tengah - Ds. Wasah Hulu,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-132,132,0,Jl. TPA Sungai Raya Selatan,Sungai Raya,Ds. Sungai Raya Selatan,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-242,242,176,Jl. Tanah Habang - Ds. Simpur,Simpur,Ds. Simpur - Ds. Wasah Hilir,exact_normalized,242,Tanah Habang - Ds. Simpur,Precheck only; canonical Treatment Engine road_key still required.
hss-county-083,083,83,Jl. Palajau - Ds. Baluti,Sungai raya,Ds. Baluti - Ds. Karasikan,exact_normalized,083,Palajau - Ds. Baluti,Precheck only; canonical Treatment Engine road_key still required.
hss-county-134,134,341,Jl. Kalaka Dayuh - Ds. Sungai Raya Utara,Sungai Raya,Ds. Sungai Raya Utara,exact_normalized,134,Kalaka Dayuh - Ds. Sungai Raya Utara,Precheck only; canonical Treatment Engine road_key still required.
hss-county-257,257,614,Jl. Karya Bakti TNI - Ds. Balimau,Kalumpang,Ds. Balimau,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-130,130,99,Batang Kulur Kanan - Batang Kulur Kiri,Sungai Raya,Ds. Batang Kulur Kiri,exact_normalized,130,Batang Kulur Kanan - Batang Kulur Kiri,Precheck only; canonical Treatment Engine road_key still required.
hss-county-140,140,133,Padang Batung - Batu Laki - Malilingin,Padang Batung,Ds. Padang Batung - Ds. Malilingin,treatment_engine_alias,140,Padang Batung - Batulaki - Malilingin,Precheck only; canonical Treatment Engine road_key still required.
hss-county-045,045,337,Gambir -SP. Empat Lungau,Kandangan,Ds. Amawang Kiri - Ds. Lungau,exact_normalized,045,Gambir - Sp. Empat Lungau,Precheck only; canonical Treatment Engine road_key still required.
hss-county-144,144,114,Kaliring - SP. Padang Batung,Padang Batung,Ds. Kaliring - Ds. Jembatan Merah,exact_normalized,144,Kaliring - Sp. Padang Batung,Precheck only; canonical Treatment Engine road_key still required.
hss-county-245,245,0,Jl. Telapak Manuk,Simpur,Ds. Kapuh,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-340,340,268,Bajayau - Bajayau Tengah,Daha Barat,Ds. Bajayau - Ds. Bajayau Tengah,unresolved,,,Precheck only; canonical Treatment Engine road_key still required.
hss-county-343,343,324,Jl. Badaun - Ds. Bajayau Lama,Daha Barat,Ds. Bajayau Lama,treatment_engine_alias,343,Badaun - Ds. Bjayau Lama,Precheck only; canonical Treatment Engine road_key still required.
hss-county-304,304,281,Negara - Tumbukan Banyu,Daha Selatan,Ds. Bayanan - Ds. Tumbukan Banyu,exact_normalized,304,Negara - Tumbukan Banyu,Precheck only; canonical Treatment Engine road_key still required.
hss-county-335,335,285,Simpang Jadi Makmur Ds. Samuda,Daha Utara,Ds. Samuda,exact_normalized,335,Simpang Jadi Makmur - Ds. Samuda,Precheck only; canonical Treatment Engine road_key still required.
hss-county-231,231,0,Jl. Padang Haur - Ds. Wasah Tengah,Simpur,Ds. Wasah Tengah - Ds. Ulin,exact_normalized,231,Padang Haur - Ds. Wasah Tengah,Precheck only; canonical Treatment Engine road_key still required.
hss-county-344,344,26,Jl. Goha - Ds. Amawang Kanan,Kandangan,Ds. Amawang Kanan,exact_normalized,344,Goha - Ds. Amawang Kanan,Precheck only; canonical Treatment Engine road_key still required.
hss-county-201,201,0,Jl. Sungai Durian - Ds. Gumbil,Telaga Langsat,Ds. Gumbil,exact_normalized,201,Sungai Durian - Ds. Gumbil,Precheck only; canonical Treatment Engine road_key still required.
hss-county-345,345,333,Jl. Al - Ikhlas - Ds. Baluti,Kandangan,Ds. Baluti - Ds. Tibung Raya,exact_normalized,345,Al - Ikhlas - Ds. Baluti,Precheck only; canonical Treatment Engine road_key still required.
hss-county-347,347,0,Jl. Anjiran Rantauan - Ds. Taniran Tengah,Angkinang,Ds. Taniran Selatan,exact_normalized,347,Anjiran Rantauan - Ds. Taniran Tengah,Precheck only; canonical Treatment Engine road_key still required.
hss-county-346,346,57,Jl. Angkakai - Ds. Amawang Kiri,Kandangan,Ds. Amawang Kiri,exact_normalized,346,Angkakai - Ds. Amawang Kiri,Precheck only; canonical Treatment Engine road_key still required.
hss-county-350,350,198,Jl. Keramat Sakti - Ds. Tebing Tinggi,Simpur,Ds. Tebing Tinggi,exact_normalized,350,Keramat Sakti - Ds. Tebing Tinggi,Precheck only; canonical Treatment Engine road_key still required.
hss-county-348,348,61,Jl. Asam Duhat - Ds. Pantai Ulin,Simpur,Ds. Pantai Ulin,exact_normalized,348,Asam Duhat - Ds. Pantai Ulin,Precheck only; canonical Treatment Engine road_key still required.
hss-county-151,151,167,SP.3 Bukuanin - Tayub,Padang Batung,Ds. Mawangi - Ds. Madang,exact_normalized,151,Sp.3 Bukuanin - Tayub,Precheck only; canonical Treatment Engine road_key still required.
hss-county-162,162,167,Jl. Galuntang Tayub - Ds. Madang,Padang Batung,Ds. Madang,exact_normalized,162,Galuntang Tayub - Ds. Madang,Precheck only; canonical Treatment Engine road_key still required.
hss-county-187,187,143,Jl. AMD - Ds. Lok Binuang,Angkinang,Ds. Lok Binuang - Ds. Telaga Langsat,exact_normalized,187,AMD - Ds. Lok Binuang,Precheck only; canonical Treatment Engine road_key still required.
